"","Station.Name","Year","Month","Day","Mean.Temp","Total.Precip","Chron.Date","Days.Since.Origin"
"1481","HAMILTON RBG CS",2015,2,28,-10.8,0,02/28/15,1519
"1482","HAMILTON RBG CS",2015,3,1,-8.7,0.2,03/01/15,1520
"1483","HAMILTON RBG CS",2015,3,2,-8,0,03/02/15,1521
"1484","HAMILTON RBG CS",2015,3,3,-6.7,9.4,03/03/15,1522
"1485","HAMILTON RBG CS",2015,3,4,-3.8,0,03/04/15,1523
"1486","HAMILTON RBG CS",2015,3,5,-12.9,0.3,03/05/15,1524
"1487","HAMILTON RBG CS",2015,3,6,-11.1,0,03/06/15,1525
"1488","HAMILTON RBG CS",2015,3,7,-2.6,0,03/07/15,1526
"1489","HAMILTON RBG CS",2015,3,8,0.9,0,03/08/15,1527
"1490","HAMILTON RBG CS",2015,3,9,2.2,0,03/09/15,1528
"1491","HAMILTON RBG CS",2015,3,10,1.7,0,03/10/15,1529
"1492","HAMILTON RBG CS",2015,3,11,4.2,0,03/11/15,1530
"1493","HAMILTON RBG CS",2015,3,12,0.3,0,03/12/15,1531
"1494","HAMILTON RBG CS",2015,3,13,-0.8,0,03/13/15,1532
"1495","HAMILTON RBG CS",2015,3,14,3.3,0,03/14/15,1533
"1496","HAMILTON RBG CS",2015,3,15,2.6,0,03/15/15,1534
"1497","HAMILTON RBG CS",2015,3,16,5.2,0.7,03/16/15,1535
"1498","HAMILTON RBG CS",2015,3,17,1.3,0.2,03/17/15,1536
"1499","HAMILTON RBG CS",2015,3,18,-1.4,0,03/18/15,1537
"1500","HAMILTON RBG CS",2015,3,19,-2.6,0,03/19/15,1538
"1501","HAMILTON RBG CS",2015,3,20,4.7,0,03/20/15,1539
"1502","HAMILTON RBG CS",2015,3,21,0.9,3,03/21/15,1540
"1503","HAMILTON RBG CS",2015,3,22,-4.7,0.2,03/22/15,1541
"1504","HAMILTON RBG CS",2015,3,23,-6.2,0,03/23/15,1542
"1505","HAMILTON RBG CS",2015,3,24,-4.5,0,03/24/15,1543
"1506","HAMILTON RBG CS",2015,3,25,1.7,2.9,03/25/15,1544
"1507","HAMILTON RBG CS",2015,3,26,3,3.5,03/26/15,1545
"1508","HAMILTON RBG CS",2015,3,27,-3,0,03/27/15,1546
"1509","HAMILTON RBG CS",2015,3,28,-4.7,0,03/28/15,1547
"1510","HAMILTON RBG CS",2015,3,29,-1.1,0,03/29/15,1548
"1511","HAMILTON RBG CS",2015,3,30,3,0.9,03/30/15,1549
"1512","HAMILTON RBG CS",2015,3,31,1.3,0.2,03/31/15,1550
"1513","HAMILTON RBG CS",2015,4,1,0.2,0,04/01/15,1551
"1514","HAMILTON RBG CS",2015,4,2,7.9,4.3,04/02/15,1552
"1515","HAMILTON RBG CS",2015,4,3,7.7,1.6,04/03/15,1553
"1516","HAMILTON RBG CS",2015,4,4,2.6,0.2,04/04/15,1554
"1517","HAMILTON RBG CS",2015,4,5,-1.2,0.7,04/05/15,1555
"1518","HAMILTON RBG CS",2015,4,6,2.9,0,04/06/15,1556
"1519","HAMILTON RBG CS",2015,4,7,3.9,0,04/07/15,1557
"1520","HAMILTON RBG CS",2015,4,8,2.2,27,04/08/15,1558
"1521","HAMILTON RBG CS",2015,4,9,8,20,04/09/15,1559
"1522","HAMILTON RBG CS",2015,4,10,10.6,1.1,04/10/15,1560
"1523","HAMILTON RBG CS",2015,4,11,7.6,0,04/11/15,1561
"1524","HAMILTON RBG CS",2015,4,12,10.5,0,04/12/15,1562
"1525","HAMILTON RBG CS",2015,4,13,15.6,3.5,04/13/15,1563
"1526","HAMILTON RBG CS",2015,4,14,10.8,0.2,04/14/15,1564
"1527","HAMILTON RBG CS",2015,4,15,8.4,0,04/15/15,1565
"1528","HAMILTON RBG CS",2015,4,16,6.8,1.1,04/16/15,1566
"1529","HAMILTON RBG CS",2015,4,17,16,0.4,04/17/15,1567
"1530","HAMILTON RBG CS",2015,4,19,6.8,5.8,04/19/15,1569
"1531","HAMILTON RBG CS",2015,4,20,11.7,17.7,04/20/15,1570
"1532","HAMILTON RBG CS",2015,4,21,8.5,0.9,04/21/15,1571
"1533","HAMILTON RBG CS",2015,4,22,4.4,0.5,04/22/15,1572
"1534","HAMILTON RBG CS",2015,4,23,1,0,04/23/15,1573
"1535","HAMILTON RBG CS",2015,4,24,2.4,0,04/24/15,1574
"1536","HAMILTON RBG CS",2015,4,25,3.6,0.3,04/25/15,1575
"1537","HAMILTON RBG CS",2015,4,26,6.5,0,04/26/15,1576
"1538","HAMILTON RBG CS",2015,4,27,8.4,0,04/27/15,1577
"1539","HAMILTON RBG CS",2015,4,28,11.3,0,04/28/15,1578
"1540","HAMILTON RBG CS",2015,4,29,12.8,0.2,04/29/15,1579
"1541","HAMILTON RBG CS",2015,4,30,9.6,0,04/30/15,1580
"1542","HAMILTON RBG CS",2015,5,1,13,0,05/01/15,1581
"1543","HAMILTON RBG CS",2015,5,2,14.5,0,05/02/15,1582
"1544","HAMILTON RBG CS",2015,5,3,17.9,0,05/03/15,1583
"1545","HAMILTON RBG CS",2015,5,4,18.3,0,05/04/15,1584
"1546","HAMILTON RBG CS",2015,5,5,11,0.2,05/05/15,1585
"1547","HAMILTON RBG CS",2015,5,6,11.8,0.2,05/06/15,1586
"1548","HAMILTON RBG CS",2015,5,7,14.1,0,05/07/15,1587
"1549","HAMILTON RBG CS",2015,5,8,15.2,0,05/08/15,1588
"1550","HAMILTON RBG CS",2015,5,9,19.3,1,05/09/15,1589
"1551","HAMILTON RBG CS",2015,5,10,19.5,3.7,05/10/15,1590
"1552","HAMILTON RBG CS",2015,5,11,14.6,11.5,05/11/15,1591
"1553","HAMILTON RBG CS",2015,5,12,13,0,05/12/15,1592
"1554","HAMILTON RBG CS",2015,5,13,8.6,0,05/13/15,1593
"1555","HAMILTON RBG CS",2015,5,14,8.2,0.3,05/14/15,1594
"1556","HAMILTON RBG CS",2015,5,15,9,0,05/15/15,1595
"1557","HAMILTON RBG CS",2015,5,16,17.2,0.2,05/16/15,1596
"1558","HAMILTON RBG CS",2015,5,17,15.5,0,05/17/15,1597
"1559","HAMILTON RBG CS",2015,5,18,20.4,0,05/18/15,1598
"1560","HAMILTON RBG CS",2015,5,19,12.3,0,05/19/15,1599
"1561","HAMILTON RBG CS",2015,5,20,10.8,0,05/20/15,1600
"1562","HAMILTON RBG CS",2015,5,23,10.9,0,05/23/15,1603
"1563","HAMILTON RBG CS",2015,5,24,18.3,0,05/24/15,1604
"1564","HAMILTON RBG CS",2015,5,25,21.4,0,05/25/15,1605
"1565","HAMILTON RBG CS",2015,5,26,23.6,0,05/26/15,1606
"1566","HAMILTON RBG CS",2015,5,27,22.7,0,05/27/15,1607
"1567","HAMILTON RBG CS",2015,5,28,19.6,0,05/28/15,1608
"1568","HAMILTON RBG CS",2015,5,29,15.4,0,05/29/15,1609
"1569","HAMILTON RBG CS",2015,5,30,21.8,11.1,05/30/15,1610
"1570","HAMILTON RBG CS",2015,5,31,9.8,25.5,05/31/15,1611
"1571","HAMILTON RBG CS",2015,6,1,11,0,06/01/15,1612
"1572","HAMILTON RBG CS",2015,6,2,12.1,0,06/02/15,1613
"1573","HAMILTON RBG CS",2015,6,3,10.2,0,06/03/15,1614
"1574","HAMILTON RBG CS",2015,6,4,12.4,0,06/04/15,1615
"1575","HAMILTON RBG CS",2015,6,5,19.6,0,06/05/15,1616
"1576","HAMILTON RBG CS",2015,6,6,11,0,06/06/15,1617
"1577","HAMILTON RBG CS",2015,6,7,12.1,8.7,06/07/15,1618
"1578","HAMILTON RBG CS",2015,6,8,19.5,24.1,06/08/15,1619
"1579","HAMILTON RBG CS",2015,6,9,18.3,1.1,06/09/15,1620
"1580","HAMILTON RBG CS",2015,6,10,19.7,2.5,06/10/15,1621
"1581","HAMILTON RBG CS",2015,6,11,19.1,0,06/11/15,1622
"1582","HAMILTON RBG CS",2015,6,12,16.6,8.2,06/12/15,1623
"1583","HAMILTON RBG CS",2015,6,13,17.3,0,06/13/15,1624
"1584","HAMILTON RBG CS",2015,6,14,15.7,5.5,06/14/15,1625
"1585","HAMILTON RBG CS",2015,6,15,19.8,4.5,06/15/15,1626
"1586","HAMILTON RBG CS",2015,6,16,20.6,0.2,06/16/15,1627
"1587","HAMILTON RBG CS",2015,6,17,16,0,06/17/15,1628
"1588","HAMILTON RBG CS",2015,6,18,19.2,0.4,06/18/15,1629
"1589","HAMILTON RBG CS",2015,6,19,14.7,0,06/19/15,1630
"1590","HAMILTON RBG CS",2015,6,20,13.5,0,06/20/15,1631
"1591","HAMILTON RBG CS",2015,6,21,21.6,0,06/21/15,1632
"1592","HAMILTON RBG CS",2015,6,22,21.7,1.1,06/22/15,1633
"1593","HAMILTON RBG CS",2015,6,23,20.4,3.6,06/23/15,1634
"1594","HAMILTON RBG CS",2015,6,24,19.2,0,06/24/15,1635
"1595","HAMILTON RBG CS",2015,6,25,20.1,0,06/25/15,1636
"1596","HAMILTON RBG CS",2015,6,26,17.8,0,06/26/15,1637
"1597","HAMILTON RBG CS",2015,6,27,15.7,43.1,06/27/15,1638
"1598","HAMILTON RBG CS",2015,6,28,14,20.1,06/28/15,1639
"1599","HAMILTON RBG CS",2015,6,29,18.7,0,06/29/15,1640
"1600","HAMILTON RBG CS",2015,6,30,16.5,0,06/30/15,1641
"1601","HAMILTON RBG CS",2015,7,1,18.7,0,07/01/15,1642
"1602","HAMILTON RBG CS",2015,7,2,16.2,0,07/02/15,1643
"1603","HAMILTON RBG CS",2015,7,3,15,0,07/03/15,1644
"1604","HAMILTON RBG CS",2015,7,4,17.5,0,07/04/15,1645
"1605","HAMILTON RBG CS",2015,7,5,20.9,0,07/05/15,1646
"1606","HAMILTON RBG CS",2015,7,6,19.2,0,07/06/15,1647
"1607","HAMILTON RBG CS",2015,7,7,22.5,3.1,07/07/15,1648
"1608","HAMILTON RBG CS",2015,7,8,16.1,0,07/08/15,1649
"1609","HAMILTON RBG CS",2015,7,9,16.7,0,07/09/15,1650
"1610","HAMILTON RBG CS",2015,7,10,19.6,0,07/10/15,1651
"1611","HAMILTON RBG CS",2015,7,11,21.4,0,07/11/15,1652
"1612","HAMILTON RBG CS",2015,7,12,21.8,0,07/12/15,1653
"1613","HAMILTON RBG CS",2015,7,13,20.2,0,07/13/15,1654
"1614","HAMILTON RBG CS",2015,7,14,21.2,22.4,07/14/15,1655
"1615","HAMILTON RBG CS",2015,7,15,16.3,0,07/15/15,1656
"1616","HAMILTON RBG CS",2015,7,16,15.8,0,07/16/15,1657
"1617","HAMILTON RBG CS",2015,7,17,19.8,8.3,07/17/15,1658
"1618","HAMILTON RBG CS",2015,7,18,25.8,0,07/18/15,1659
"1619","HAMILTON RBG CS",2015,7,19,24.3,6.5,07/19/15,1660
"1620","HAMILTON RBG CS",2015,7,20,21.9,0,07/20/15,1661
"1621","HAMILTON RBG CS",2015,7,21,20.6,0,07/21/15,1662
"1622","HAMILTON RBG CS",2015,7,22,19.1,0,07/22/15,1663
"1623","HAMILTON RBG CS",2015,7,23,19.6,0,07/23/15,1664
"1624","HAMILTON RBG CS",2015,7,24,19.8,0,07/24/15,1665
"1625","HAMILTON RBG CS",2015,7,25,24.9,0,07/25/15,1666
"1626","HAMILTON RBG CS",2015,7,26,22.9,0,07/26/15,1667
"1627","HAMILTON RBG CS",2015,7,27,24.6,0,07/27/15,1668
"1628","HAMILTON RBG CS",2015,7,28,24.8,0,07/28/15,1669
"1629","HAMILTON RBG CS",2015,7,29,25.6,0,07/29/15,1670
"1630","HAMILTON RBG CS",2015,7,30,23.7,0,07/30/15,1671
"1631","HAMILTON RBG CS",2015,7,31,23,0.9,07/31/15,1672
"1632","HAMILTON RBG CS",2015,8,1,21.2,0,08/01/15,1673
"1633","HAMILTON RBG CS",2015,8,3,21.7,0.9,08/03/15,1675
"1634","HAMILTON RBG CS",2015,8,4,20,2,08/04/15,1676
"1635","HAMILTON RBG CS",2015,8,5,18.3,0,08/05/15,1677
"1636","HAMILTON RBG CS",2015,8,6,17.6,0,08/06/15,1678
"1637","HAMILTON RBG CS",2015,8,7,17.6,0,08/07/15,1679
"1638","HAMILTON RBG CS",2015,8,8,17.9,0,08/08/15,1680
"1639","HAMILTON RBG CS",2015,8,9,17.6,0,08/09/15,1681
"1640","HAMILTON RBG CS",2015,8,10,16.8,2.9,08/10/15,1682
"1641","HAMILTON RBG CS",2015,8,11,20.9,0,08/11/15,1683
"1642","HAMILTON RBG CS",2015,8,12,18,0,08/12/15,1684
"1643","HAMILTON RBG CS",2015,8,13,19,0,08/13/15,1685
"1644","HAMILTON RBG CS",2015,8,14,23,13.7,08/14/15,1686
"1645","HAMILTON RBG CS",2015,8,15,24.6,0,08/15/15,1687
"1646","HAMILTON RBG CS",2015,8,16,24.3,0,08/16/15,1688
"1647","HAMILTON RBG CS",2015,8,17,26,4.4,08/17/15,1689
"1648","HAMILTON RBG CS",2015,8,18,22.8,0,08/18/15,1690
"1649","HAMILTON RBG CS",2015,8,19,24.5,11.6,08/19/15,1691
"1650","HAMILTON RBG CS",2015,8,20,21,9.6,08/20/15,1692
"1651","HAMILTON RBG CS",2015,8,21,18,0,08/21/15,1693
"1652","HAMILTON RBG CS",2015,8,22,17.5,0,08/22/15,1694
"1653","HAMILTON RBG CS",2015,8,23,18.1,0,08/23/15,1695
"1654","HAMILTON RBG CS",2015,8,25,17.6,0,08/25/15,1697
"1655","HAMILTON RBG CS",2015,8,26,17.1,0,08/26/15,1698
"1656","HAMILTON RBG CS",2015,8,27,17.2,0,08/27/15,1699
"1657","HAMILTON RBG CS",2015,8,28,17.1,0,08/28/15,1700
"1658","HAMILTON RBG CS",2015,8,29,20.1,0,08/29/15,1701
"1659","HAMILTON RBG CS",2015,8,30,22.5,1.6,08/30/15,1702
"1660","HAMILTON RBG CS",2015,8,31,24,0,08/31/15,1703
"1661","HAMILTON RBG CS",2015,9,1,23.5,0,09/01/15,1704
"1662","HAMILTON RBG CS",2015,9,2,26.4,0,09/02/15,1705
"1663","HAMILTON RBG CS",2015,9,3,24.5,13.5,09/03/15,1706
"1664","HAMILTON RBG CS",2015,9,4,22.4,0,09/04/15,1707
"1665","HAMILTON RBG CS",2015,9,5,23.9,0,09/05/15,1708
"1666","HAMILTON RBG CS",2015,9,6,25.4,0,09/06/15,1709
"1667","HAMILTON RBG CS",2015,9,7,27.6,0,09/07/15,1710
"1668","HAMILTON RBG CS",2015,9,8,27.4,2,09/08/15,1711
"1669","HAMILTON RBG CS",2015,9,10,17.1,0,09/10/15,1713
"1670","HAMILTON RBG CS",2015,9,11,16.5,9.5,09/11/15,1714
"1671","HAMILTON RBG CS",2015,9,12,14.3,17.8,09/12/15,1715
"1672","HAMILTON RBG CS",2015,9,13,11.9,1.2,09/13/15,1716
"1673","HAMILTON RBG CS",2015,9,14,15.9,0,09/14/15,1717
"1674","HAMILTON RBG CS",2015,9,15,20.4,0,09/15/15,1718
"1675","HAMILTON RBG CS",2015,9,16,21.9,0,09/16/15,1719
"1676","HAMILTON RBG CS",2015,9,17,21.6,0,09/17/15,1720
"1677","HAMILTON RBG CS",2015,9,18,21.2,0,09/18/15,1721
"1678","HAMILTON RBG CS",2015,9,19,18.4,5.9,09/19/15,1722
"1679","HAMILTON RBG CS",2015,9,20,13.7,0,09/20/15,1723
"1680","HAMILTON RBG CS",2015,9,21,13.6,0,09/21/15,1724
"1681","HAMILTON RBG CS",2015,9,22,15.6,0,09/22/15,1725
"1682","HAMILTON RBG CS",2015,9,23,17.3,0,09/23/15,1726
"1683","HAMILTON RBG CS",2015,9,24,16.7,0,09/24/15,1727
"1684","HAMILTON RBG CS",2015,9,25,17.8,0,09/25/15,1728
"1685","HAMILTON RBG CS",2015,9,26,15.9,0,09/26/15,1729
"1686","HAMILTON RBG CS",2015,9,27,16.8,0,09/27/15,1730
"1687","HAMILTON RBG CS",2015,9,28,20.5,0,09/28/15,1731
"1688","HAMILTON RBG CS",2015,9,29,18.2,19.3,09/29/15,1732
"1689","HAMILTON RBG CS",2015,10,1,10.1,0,10/01/15,1734
"1690","HAMILTON RBG CS",2015,10,2,9.7,0,10/02/15,1735
"1691","HAMILTON RBG CS",2015,10,4,12.4,0,10/04/15,1737
"1692","HAMILTON RBG CS",2015,10,5,12.2,0.2,10/05/15,1738
"1693","HAMILTON RBG CS",2015,10,6,13.6,0.2,10/06/15,1739
"1694","HAMILTON RBG CS",2015,10,7,15,0.2,10/07/15,1740
"1695","HAMILTON RBG CS",2015,10,8,10.3,5,10/08/15,1741
"1696","HAMILTON RBG CS",2015,10,9,11.6,1.2,10/09/15,1742
"1697","HAMILTON RBG CS",2015,10,10,11.1,0,10/10/15,1743
"1698","HAMILTON RBG CS",2015,10,11,16.5,0,10/11/15,1744
"1699","HAMILTON RBG CS",2015,10,12,18.4,0,10/12/15,1745
"1700","HAMILTON RBG CS",2015,10,13,15.3,0,10/13/15,1746
"1701","HAMILTON RBG CS",2015,10,14,8.8,0,10/14/15,1747
"1702","HAMILTON RBG CS",2015,10,15,12.3,5.8,10/15/15,1748
"1703","HAMILTON RBG CS",2015,10,16,8.1,1.4,10/16/15,1749
"1704","HAMILTON RBG CS",2015,10,17,3.8,0,10/17/15,1750
"1705","HAMILTON RBG CS",2015,10,18,3.4,0,10/18/15,1751
"1706","HAMILTON RBG CS",2015,10,19,6.6,0,10/19/15,1752
"1707","HAMILTON RBG CS",2015,10,20,15.6,1.6,10/20/15,1753
"1708","HAMILTON RBG CS",2015,10,21,14.2,0.8,10/21/15,1754
"1709","HAMILTON RBG CS",2015,10,23,5.5,0,10/23/15,1756
"1710","HAMILTON RBG CS",2015,10,24,12.6,13.4,10/24/15,1757
"1711","HAMILTON RBG CS",2015,10,25,8.5,0,10/25/15,1758
"1712","HAMILTON RBG CS",2015,10,26,6.3,0,10/26/15,1759
"1713","HAMILTON RBG CS",2015,10,27,6.2,0,10/27/15,1760
"1714","HAMILTON RBG CS",2015,10,28,12.8,45.8,10/28/15,1761
"1715","HAMILTON RBG CS",2015,10,29,10.4,0.8,10/29/15,1762
"1716","HAMILTON RBG CS",2015,10,30,5,0,10/30/15,1763
"1717","HAMILTON RBG CS",2015,10,31,4.8,2.2,10/31/15,1764
"1718","HAMILTON RBG CS",2015,11,1,12.2,2.2,11/01/15,1765
"1719","HAMILTON RBG CS",2015,11,2,10.3,0,11/02/15,1766
"1720","HAMILTON RBG CS",2015,11,3,15.3,0,11/03/15,1767
"1721","HAMILTON RBG CS",2015,11,4,9.6,0,11/04/15,1768
"1722","HAMILTON RBG CS",2015,11,5,16.7,0,11/05/15,1769
"1723","HAMILTON RBG CS",2015,11,6,15.1,1.3,11/06/15,1770
"1724","HAMILTON RBG CS",2015,11,7,8.2,0,11/07/15,1771
"1725","HAMILTON RBG CS",2015,11,8,6.2,0,11/08/15,1772
"1726","HAMILTON RBG CS",2015,11,9,5.5,0.2,11/09/15,1773
"1727","HAMILTON RBG CS",2015,11,10,5.1,11.7,11/10/15,1774
"1728","HAMILTON RBG CS",2015,11,11,8.9,0.2,11/11/15,1775
"1729","HAMILTON RBG CS",2015,11,12,8.6,2.2,11/12/15,1776
"1730","HAMILTON RBG CS",2015,11,13,6.9,0.3,11/13/15,1777
"1731","HAMILTON RBG CS",2015,11,14,4.5,0.2,11/14/15,1778
"1732","HAMILTON RBG CS",2015,11,15,10.9,0,11/15/15,1779
"1733","HAMILTON RBG CS",2015,11,16,9.1,0,11/16/15,1780
"1734","HAMILTON RBG CS",2015,11,17,7.3,0,11/17/15,1781
"1735","HAMILTON RBG CS",2015,11,18,12.2,0,11/18/15,1782
"1736","HAMILTON RBG CS",2015,11,19,10.8,1,11/19/15,1783
"1737","HAMILTON RBG CS",2015,11,21,4.5,7.9,11/21/15,1785
"1738","HAMILTON RBG CS",2015,11,22,-0.7,0.4,11/22/15,1786
"1739","HAMILTON RBG CS",2015,11,23,-2.1,1.1,11/23/15,1787
"1740","HAMILTON RBG CS",2015,11,24,2.7,0,11/24/15,1788
"1741","HAMILTON RBG CS",2015,11,25,2.8,0,11/25/15,1789
"1742","HAMILTON RBG CS",2015,11,26,11.8,0,11/26/15,1790
"1743","HAMILTON RBG CS",2015,11,27,8.6,5.4,11/27/15,1791
"1744","HAMILTON RBG CS",2015,11,29,-0.5,0,11/29/15,1793
"1745","HAMILTON RBG CS",2015,11,30,2.6,0,11/30/15,1794
"1746","HAMILTON RBG CS",2015,12,1,5.7,1,12/01/15,1795
"1747","HAMILTON RBG CS",2015,12,2,3.6,0.2,12/02/15,1796
"1748","HAMILTON RBG CS",2015,12,3,4.7,0,12/03/15,1797
"1749","HAMILTON RBG CS",2015,12,4,4.4,0,12/04/15,1798
"1750","HAMILTON RBG CS",2015,12,5,3.3,0,12/05/15,1799
"1751","HAMILTON RBG CS",2015,12,6,3.5,0,12/06/15,1800
"1752","HAMILTON RBG CS",2015,12,7,3.1,0,12/07/15,1801
"1753","HAMILTON RBG CS",2015,12,8,4.2,0,12/08/15,1802
"1754","HAMILTON RBG CS",2015,12,9,7.8,0,12/09/15,1803
"1755","HAMILTON RBG CS",2015,12,10,7,0,12/10/15,1804
"1756","HAMILTON RBG CS",2015,12,11,9,0,12/11/15,1805
"1757","HAMILTON RBG CS",2015,12,12,4.3,0,12/12/15,1806
"1758","HAMILTON RBG CS",2015,12,13,7.1,0.6,12/13/15,1807
"1759","HAMILTON RBG CS",2015,12,14,9.8,3.5,12/14/15,1808
"1760","HAMILTON RBG CS",2015,12,15,6.8,0,12/15/15,1809
"1761","HAMILTON RBG CS",2015,12,16,3.9,0.7,12/16/15,1810
"1762","HAMILTON RBG CS",2015,12,17,6.2,0.2,12/17/15,1811
"1763","HAMILTON RBG CS",2015,12,18,1.1,0,12/18/15,1812
"1764","HAMILTON RBG CS",2015,12,19,-1.4,0.2,12/19/15,1813
"1765","HAMILTON RBG CS",2015,12,20,1.2,0,12/20/15,1814
"1766","HAMILTON RBG CS",2015,12,21,7.3,5.9,12/21/15,1815
"1767","HAMILTON RBG CS",2015,12,22,9.5,0.2,12/22/15,1816
"1768","HAMILTON RBG CS",2015,12,24,11.2,0,12/24/15,1818
"1769","HAMILTON RBG CS",2015,12,25,4.8,0,12/25/15,1819
"1770","HAMILTON RBG CS",2015,12,26,1.6,5.7,12/26/15,1820
"1771","HAMILTON RBG CS",2015,12,27,2.4,5.9,12/27/15,1821
"1772","HAMILTON RBG CS",2015,12,28,-1.6,23.6,12/28/15,1822
"1773","HAMILTON RBG CS",2015,12,29,3.6,8.8,12/29/15,1823
"1774","HAMILTON RBG CS",2015,12,30,2.3,0.4,12/30/15,1824
"1775","HAMILTON RBG CS",2015,12,31,1.1,0,12/31/15,1825
"1776","HAMILTON RBG CS",2016,1,1,-0.7,0.4,01/01/16,1826
"1777","HAMILTON RBG CS",2016,1,2,0.1,0,01/02/16,1827
"1778","HAMILTON RBG CS",2016,1,3,-3.1,0,01/03/16,1828
"1779","HAMILTON RBG CS",2016,1,4,-12.1,0.2,01/04/16,1829
"1780","HAMILTON RBG CS",2016,1,5,-8.4,0,01/05/16,1830
"1781","HAMILTON RBG CS",2016,1,6,-1.1,0,01/06/16,1831
"1782","HAMILTON RBG CS",2016,1,7,-0.4,0,01/07/16,1832
"1783","HAMILTON RBG CS",2016,1,8,-0.5,2.2,01/08/16,1833
"1784","HAMILTON RBG CS",2016,1,9,6,2.5,01/09/16,1834
"1785","HAMILTON RBG CS",2016,1,10,0.6,14.5,01/10/16,1835
"1786","HAMILTON RBG CS",2016,1,11,-7.6,0.6,01/11/16,1836
"1787","HAMILTON RBG CS",2016,1,12,-4.8,3.1,01/12/16,1837
"1788","HAMILTON RBG CS",2016,1,13,-8,2,01/13/16,1838
"1789","HAMILTON RBG CS",2016,1,14,-3.6,0,01/14/16,1839
"1790","HAMILTON RBG CS",2016,1,15,2.4,3,01/15/16,1840
"1791","HAMILTON RBG CS",2016,1,16,0.9,0,01/16/16,1841
"1792","HAMILTON RBG CS",2016,1,18,-8.2,3.9,01/18/16,1843
"1793","HAMILTON RBG CS",2016,1,19,-9,0,01/19/16,1844
"1794","HAMILTON RBG CS",2016,1,20,-5.9,0,01/20/16,1845
"1795","HAMILTON RBG CS",2016,1,21,-4.8,0,01/21/16,1846
"1796","HAMILTON RBG CS",2016,1,22,-7.6,0.2,01/22/16,1847
"1797","HAMILTON RBG CS",2016,1,23,-6.8,0,01/23/16,1848
"1798","HAMILTON RBG CS",2016,1,24,-5.3,0,01/24/16,1849
"1799","HAMILTON RBG CS",2016,1,25,2.3,0,01/25/16,1850
"1800","HAMILTON RBG CS",2016,1,26,4.2,0.7,01/26/16,1851
"1801","HAMILTON RBG CS",2016,1,27,0.8,0.2,01/27/16,1852
"1802","HAMILTON RBG CS",2016,1,28,0.5,1,01/28/16,1853
"1803","HAMILTON RBG CS",2016,1,29,-3.9,0.2,01/29/16,1854
"1804","HAMILTON RBG CS",2016,1,30,0.3,0,01/30/16,1855
"1805","HAMILTON RBG CS",2016,1,31,7.2,3.3,01/31/16,1856
"1806","HAMILTON RBG CS",2016,2,1,4.8,0,02/01/16,1857
"1807","HAMILTON RBG CS",2016,2,2,0.2,8.4,02/02/16,1858
"1808","HAMILTON RBG CS",2016,2,3,9.3,7.9,02/03/16,1859
"1809","HAMILTON RBG CS",2016,2,4,1.9,1.6,02/04/16,1860
"1810","HAMILTON RBG CS",2016,2,5,0.9,0.3,02/05/16,1861
"1811","HAMILTON RBG CS",2016,2,6,2.4,0,02/06/16,1862
"1812","HAMILTON RBG CS",2016,2,7,2.5,0,02/07/16,1863
"1813","HAMILTON RBG CS",2016,2,8,4.2,6.7,02/08/16,1864
"1814","HAMILTON RBG CS",2016,2,9,1.1,1.7,02/09/16,1865
"1815","HAMILTON RBG CS",2016,2,10,-6,2.4,02/10/16,1866
"1816","HAMILTON RBG CS",2016,2,11,-11.5,0.2,02/11/16,1867
"1817","HAMILTON RBG CS",2016,2,12,-7.7,0,02/12/16,1868
"1818","HAMILTON RBG CS",2016,2,13,-16.9,0.2,02/13/16,1869
"1819","HAMILTON RBG CS",2016,2,14,-16.5,0,02/14/16,1870
"1820","HAMILTON RBG CS",2016,2,15,-7.6,0,02/15/16,1871
"1821","HAMILTON RBG CS",2016,2,16,0.3,6.7,02/16/16,1872
"1822","HAMILTON RBG CS",2016,2,17,-4.8,0.7,02/17/16,1873
"1823","HAMILTON RBG CS",2016,2,18,-10.2,0.2,02/18/16,1874
"1824","HAMILTON RBG CS",2016,2,19,1,0.5,02/19/16,1875
"1825","HAMILTON RBG CS",2016,2,20,8.2,0.4,02/20/16,1876
"1826","HAMILTON RBG CS",2016,2,21,2.8,0,02/21/16,1877
"1827","HAMILTON RBG CS",2016,2,22,-1.4,0,02/22/16,1878
"1828","HAMILTON RBG CS",2016,2,23,-1.9,0,02/23/16,1879
"1829","HAMILTON RBG CS",2016,2,24,1.5,35.2,02/24/16,1880
"1830","HAMILTON RBG CS",2016,2,25,-0.6,4.4,02/25/16,1881
"1831","HAMILTON RBG CS",2016,2,26,-5.1,0.2,02/26/16,1882
"1832","HAMILTON RBG CS",2016,2,27,0.5,0,02/27/16,1883
"1833","HAMILTON RBG CS",2016,2,28,10.4,0,02/28/16,1884
"1834","HAMILTON RBG CS",2016,2,29,2.8,3.8,02/29/16,1885
"1835","HAMILTON RBG CS",2016,3,1,-6.2,16.3,03/01/16,1886
"1836","HAMILTON RBG CS",2016,3,2,-5.8,0.4,03/02/16,1887
"1837","HAMILTON RBG CS",2016,3,3,-4.8,0,03/03/16,1888
"1838","HAMILTON RBG CS",2016,3,4,-2.4,0,03/04/16,1889
"1839","HAMILTON RBG CS",2016,3,5,-2.8,1.2,03/05/16,1890
"1840","HAMILTON RBG CS",2016,3,6,-2.8,0.2,03/06/16,1891
